a1,a2,b1,b2,c1,c2,d1,d2,conc
-0.7249716319442702,0.320269049671566,-0.13530679945124235,0.08298427628300936,0.18669557968966355,0.4244401855566222,-0.04041642034233456,0.3605708681886162,0.46765423468109335
-0.2800069607218174,0.14355399583040857,-0.229086222527895,-0.553389223407885,0.18131446566294773,0.32749096741073275,-0.3178515903434815,-0.5487379334566117,0.5695412104840111
0.0649437859880852,0.08609284173701404,-0.77856703744249,-0.2278201179186267,-0.015464831389915612,-0.4426906646687966,-0.22005398425490535,0.2926836991727922,0.7032031190182344
0.5359947350751928,0.3910597804531255,-0.08847566861820663,-0.6573464599127256,0.21582344441189286,-0.018544670518678863,-0.2511411313537804,0.099267557471105,0.342187021533912
-0.08920812998594219,-0.03761351987239865,0.03900935657860008,0.440877186506928,0.3989120784488704,-0.5705397563243129,-0.043358815757348484,-0.5551632754437159,0.6040463354043267
0.2119581272509893,0.5240062122368723,-0.3746281823781195,-0.16708201214473953,0.6408673470961139,0.23252387281225428,0.2160721931023045,-0.02762367429382226,0.7983057602913853
-0.6668035747065996,-0.5205186367825638,0.12193133125010969,-0.21403518231170784,0.06835773518477986,0.17989300065607144,0.19951389342577897,0.3832948830839523,0.7345241948785823
-0.093692331379724,-0.09255093588263266,-0.7086260943462402,-0.029148764798478,0.1466141582535711,-0.09735675989018344,-0.6508605158647227,-0.15830987973523983,0.30682236059977525
0.5658213058955773,-0.16560922986464113,-0.2793334945552564,-0.43539972231962104,0.3486017442582771,-0.4786414266715542,0.1299323534673928,-0.13159219391035176,0.7317797611784405
0.41270894058075347,-0.2793138550650863,0.4812812360640538,-0.17357794719870423,-0.11422571897074241,-0.11594209932975974,-0.673954924377893,0.09585845517087241,0.6345145744521301
-0.2655120108411892,-0.04940764023995187,-0.2645826400919505,0.6019064296828049,0.10264339969363459,-0.2743722278115431,-0.5408803367875216,0.3411738677494812,0.39901661236246777
0.4605633071007984,-0.14058247912394017,-0.30500830051711114,0.2729296432070668,0.5583291548904559,-0.5035215919078948,-0.14552355042753917,-0.11897399187671998,0.6881647836600213
0.24800252117758476,-0.17959683165746443,-0.17853786115252232,-0.3523420091048771,0.11262684130321032,0.5223523802213321,0.6226527741758685,0.27746310855580136,0.1971002158303858
-0.19446936315536853,-0.6294749393496899,0.15931886768761355,0.014952071535165534,-0.2667958657106422,-0.22417808946660994,0.32939421724082474,0.5571359810417092,0.853964703958208
0.10469869170163495,-0.6131925846999511,0.15623563245269007,0.3452172041632732,0.021387951900858182,0.5312136017052578,-0.19212862762904503,0.3871560440558229,0.8061993805704327
-0.010737720122715289,0.1538620853651113,0.8307532263645705,-0.09398423531617905,-0.395637386495354,-0.32804600430148223,0.11435600564477463,0.002604206690345723,0.8764487358624544
-0.22967285679344823,0.32982099356025735,-0.07287159283369998,-0.48636339934758255,-0.4625363411303572,0.31762839528829445,0.39761303978020013,-0.3516888852797005,0.32765350762475165
0.2225673483791325,0.49852951252819583,-0.18107349563728137,-0.7175123694068093,-0.02585252979608632,0.34413481445501615,-0.13429210479446507,-0.13110681245774294,0.444767278869849
0.04617541337127537,0.17773421966191283,-0.21009262287415065,0.2537616387629328,-0.044019089963827696,-0.12006946516113141,0.7028918743265742,0.589349773163378,0.35560451395199394
0.6190475026937774,-0.2425572054582818,-0.0010018226813533065,-0.42144549165698597,-0.20596947958600909,0.2216696352107015,0.2227042283705731,0.4890509772740196,0.4596258335381897
-0.36357345860240026,0.466875651698952,-0.15004848057239595,-0.23923827352937277,0.5581575456497778,-0.34080037135443564,-0.10855371239634512,0.361418484102618,0.2119855338527945
0.21534043183861867,-0.2501861109812125,0.2255234837170379,-0.2807267006123007,0.24173184349615767,-0.23549012357782353,-0.7889160894797449,0.15839383649736488,0.7437876379860063
-0.5574600284643234,-0.4414915119590458,-0.007594206180508545,0.1809933199856871,0.36162003248193464,-0.4725666617965461,0.32771503941380375,-0.004675777364282263,0.6816054085721918
0.06732885222869804,-0.03219310876832901,-0.49242720225768877,0.0695394141576926,0.5885150670494095,0.23831820066889053,0.029160203238897675,-0.5857595781491796,0.5834311691039868
-0.03718424526345243,0.5378364012880525,-0.78863319024708,0.0024558480670217597,-0.009234832648014751,0.18848726027386664,0.12977185108245295,0.18694259721031278,0.47885305691097463
-0.20523540188099018,-0.060314703859224716,-0.1468144959447023,0.5885658317180277,0.5519924324000823,0.4183164571946263,0.3150715413677133,-0.08556840457226025,0.7387665228091416
0.20985359379794608,0.31690282206743037,0.25875078246722094,0.3910835753524587,0.6439634011317208,-0.01472292568907663,-0.3142587864626914,0.34924422513613684,0.8878419972847827
0.05777656776494877,-0.2523201281941412,0.8732614180886635,0.06372493495005091,-0.346784937296642,-0.20533802411650925,-0.012569613464776253,-0.06138857713142315,0.6789294462024305
-0.44534825410949036,-0.169261974827767,-0.57465650443696,0.056706871185160365,0.1864574758705002,0.3599375872888693,0.33408315252141696,-0.4045201345517149,0.6644181384290111
0.3318068293265085,0.11803427069882788,0.05717794327586562,0.1638449919449419,-0.603841549086688,-0.13534346661563523,-0.08832228709134726,0.6746216299631921,0.6686959346170745
-0.3802282894937661,-0.16343264008697347,-0.0013313391451073298,-0.4614240029519413,0.11060698808903241,-0.549952599288373,0.5421872604902981,-0.08457862816689905,0.0689662329974009
-0.17418303966378132,0.39449225491370216,-0.3297466356111305,-0.33875937281488866,0.16660857531089307,0.26399453724836186,-0.7022022265671917,0.0024234437826646804,0.3192884407631425
0.4653823678761143,0.4675335812553347,0.23567187613166168,0.16392189786281308,0.4375092542632315,-0.41685726863147093,-0.25496196302190066,-0.22853894133249555,0.5410907399302266
0.411773599838007,-0.3383848718936327,-0.5032252499951329,-0.19961161678499179,0.1744819096096138,0.4046702920363801,-0.456277077018579,0.14306284671902608,0.94157983601111
-0.35440406191760226,0.5248343090967924,0.6389958847482642,0.24609864431104642,-0.11969097334987402,-0.27227013532383326,0.19945440812661366,0.0427482025634785,0.6093459030256754
-0.2545498195012542,-0.3655426330346583,-0.1957684089110699,-0.16362640146374258,0.6386323750470757,0.059337999869740636,-0.347304880439638,0.45220693822454866,0.7811551751705819
0.2120233152508679,-0.11177406007586671,-0.1361152309676566,-0.3209917287650134,-0.31435777008614474,-0.8281827324712732,0.11788478099189287,0.14961737760244584,0.6577597573838
0.6618788769763674,-0.4764632134848252,-0.26242162345892406,0.29711433600886417,0.36012423604793736,0.16115727092554863,0.13477755030853164,-0.06269770218246357,0.5281456065622312
-0.443824661320316,-0.30054492920138426,0.6859101207581915,0.3146306390434201,0.05796192222087099,0.12693468179159462,-0.3236278165975365,-0.13791418058739813,0.23070287861620237
-0.2925148045894491,0.8344994223754869,0.07230592939061506,0.10206767836385863,-0.3056692008872167,0.2701550542605929,0.1574193172311178,-0.10583756236923196,0.39358580740677984
-0.25035590228549154,0.06022918775301522,-0.23912728733173816,-0.37753549483520227,-0.3521136617504174,0.6733338302539063,-0.15267243180619747,-0.3651138295614548,0.5985184064382538
-0.047823709246205215,-0.40438384562493906,-0.3958840968433374,-0.37556008312498973,-0.3483009190854864,-0.11590569769214781,-0.04772037084497896,-0.6319747694918882,0.7403330063468158
