a1,a2,b1,b2,c1,c2,d1,d2,ent
0.44108559146602166,-0.142705866086677,-0.13568492216967917,0.5051802615811635,-0.031119548230687827,-0.4733255537886919,0.4671984828476725,0.2611151344972086,0.0
0.22557666566191342,-0.5794553073869545,-0.44616508502376706,-0.23607270132610092,-0.0069391228084142165,0.14416849362015152,-0.47813917741935624,-0.33030793554343024,1.0
0.21941565320226922,-0.5672002337089195,-0.31422088354341543,0.128372685621707,0.6192619666082906,-0.09558279113050698,-0.27612771260323066,-0.21461218284728578,0.0
0.02445016336746371,-0.2516700757074587,-0.16117465317430107,-0.14350314909083683,-0.6305045970800316,-0.34219824575647206,-0.5531733643159897,0.26240709318410615,0.0
0.4827732690808408,-0.05408118915617008,0.21950871461543459,-0.11125301996732301,-0.03777559060232687,0.7472368112334462,0.11454886103971967,0.3612929511121165,0.0
-0.4278728176864288,0.6011745442227744,-0.44823918390414963,0.1060253601177043,-0.24969801308798595,-0.3358122023610087,0.021032596754353233,-0.26037083778257153,0.0
-0.4666927356407,0.6753655002102599,0.03804701687956963,0.024651527053170058,-0.13416959426904432,0.23454135877897436,0.4001548182867145,0.30147810989220536,1.0
0.7096703070844972,-0.06825079813771295,-0.08408574330975355,-0.04683609196192051,0.6584622734552954,0.20059332125569718,-0.05778025796527099,-0.07278081993974111,0.0
-0.3781854537172863,0.1781527855992684,-0.2986496863414743,-0.5155979591578078,-0.2867420421601529,0.2699712113505779,-0.4180146149328102,-0.3746502167924295,0.0
-0.06124193729593641,0.37356876115624127,0.004986488225606461,-0.20929771307742479,-0.5135460884681771,-0.7179029714971841,-0.10628818144761634,0.14984648497470615,1.0
-0.6027605633199631,-0.09511893883143341,-0.3456026647946058,0.18718471003319198,-0.04594020513769964,0.576460712286528,0.2020548680931537,0.31290437552120076,0.0
-0.4861531867175593,-0.5990567084178537,-0.21050389222986243,-0.040863772393884445,0.5086422471818923,-0.07563414807775291,-0.20009470404979232,0.23308593274430206,1.0
0.31992735193230903,0.2393514710202591,0.6378852989527584,-0.4292818400492677,-0.0009504949824621911,-0.2556192558987257,0.10551376603759188,0.41557375727964085,1.0
-0.5222886834685941,-0.24917957098573357,-0.4612528420425839,-0.05906877570840985,-0.4920441439985386,-0.2322420472605561,0.2124387902167028,0.32818702018847734,1.0
0.36132654281057386,-0.25878222653188715,-0.19922863448988523,-0.03771585866117996,0.36686507632980875,-0.703987070297277,-0.34789393231517385,0.10070941554079493,0.0
-0.11418837413696298,-0.40135183322103507,0.060868381626796544,-0.19210110016825926,-0.18357477405714118,0.0815441784735752,0.6463516091854155,-0.5719706069412254,1.0
-0.3386491186130173,0.4732419448156155,0.07396398081099831,0.14606701115442133,0.7419722454700948,0.19360830590295708,0.14486669902976512,-0.15987258762663736,0.0
0.09172827856397947,0.12792098092672943,-0.0828602855832865,-0.6029476534813336,-0.5901416361846512,-0.3147158030032433,0.20474346159749976,-0.33996672381167214,1.0
0.32684572081205054,0.13926021755075585,0.2522220368978746,0.36835143161645345,0.078447971888772,-0.5053489963878894,0.4245083545102133,-0.4824320657160821,0.0
-0.4493239035937302,-0.6100107855922718,-0.24690015168969875,-0.09374066704283178,-0.4612959968898518,-0.3238153512059599,-0.19631330841200811,-0.007653762176271367,0.0
0.30026503281732303,0.14094939901495185,-0.7950192543250565,0.26071465545474115,-0.13531668901621563,-0.08653864600538103,0.39810304097545474,-0.07523865931435471,0.0
0.24116829166076367,-0.7485007316853509,-0.09768024980329187,-0.09702443618438683,0.42430714692575633,-0.2603971106731181,0.30112362887833266,-0.1552761646143805,1.0
-0.46030732198330776,-0.2678570226887891,0.21646030972094443,0.09660143316405728,-0.4987512301950329,0.5497931086745361,0.1945143264334245,-0.26706142925570125,0.0
-0.016578067140908898,0.14642850155680154,-0.4875454473783108,0.781997741353025,-0.13652496544346632,-0.14506996881860065,0.19508695387042962,-0.22653818501157585,1.0
-0.8657349771534317,-0.3112726064694378,0.12492190043277404,-0.22541552544081417,0.19702591828889499,-0.09240388999173876,0.0483753185963825,0.1936409323074179,1.0
0.010362028501081227,0.17615120927708827,0.08511892042858327,-0.423908610851763,-0.3057270386016524,-0.1347971039095316,0.6406082835871828,0.5098052417456232,0.0
-0.1649544614884946,-0.14006773591491609,0.3604984640923372,0.4947262852916302,0.0021968229150914897,-0.2534872988644698,-0.17445709976154417,0.6955299408692523,0.0
0.6841762830170267,0.19013288834802333,-0.3059202211080735,0.09775785243472077,0.12991494795332265,0.5597440744207329,-0.18908945958231443,0.16328616859370843,1.0
-0.24698527530505868,-0.4765422704652554,0.26478889498728403,-0.2249575394241477,0.5680398347643882,0.30650463463448857,-0.11093523449372605,0.4028221860898391,0.0
-0.22792061673371466,0.12473626514385734,0.07741581698201294,-0.033949086739505335,0.7716740506546558,0.4912151296248499,-0.23614084552119233,-0.18113990302155858,0.0
0.09807093129727716,0.043905694178055704,0.7264219293514631,0.2380300915943944,-0.6213405668755212,-0.05859319685416971,0.09602709788009123,0.07340825713795207,1.0
0.7397963217830232,-0.1748702955154402,-0.14581239539950902,-0.3153615692931456,-0.4117351133378667,-0.28248838522180875,-0.0889462103208748,0.21016823811522517,0.0
0.19068785966351054,0.17348146391448976,-0.4724182218981816,-0.15842914501053676,-0.3344956977137856,-0.25881154154255304,-0.3560051016463781,-0.616159989987919,1.0
-0.8356602837579115,-0.03468033105437163,0.07978068071417488,-0.08980672096373488,0.5218737816077574,-0.08891258646831415,-0.03752370601778854,0.0661304783496571,0.0
0.19919349397377498,-0.6411664034905145,0.3727648973320907,-0.22872047533842071,-0.2009863268022496,-0.5578939597893453,-0.06733123383850775,0.04226347702696283,1.0
0.34402989219565394,-0.4020935581998518,0.03621541468840622,0.08240038613805747,0.29166203940040814,0.1068918773999673,-0.7473396143230183,-0.23844015185262318,1.0
-0.011144450632183424,0.401923063349325,0.12533054035002775,-0.3743324872780991,0.7294867173147338,0.1321821107163811,0.05531758864559816,-0.36030276191855026,1.0
0.17818291452700208,-0.5708143931203087,0.0409665968622629,-0.5570785897406154,-0.022067770310355787,-0.3203875256890871,-0.4734524037475182,-0.0558088581995691,1.0
-0.6012258045072105,0.3515921745086141,-0.11938758498255098,0.08789298782554017,-0.20069821765777218,-0.6567238993288442,-0.05719585306934438,-0.1345157311732592,0.0
0.22750121656431932,-0.5418059534831845,0.026160192338109678,-0.08216959488897257,0.520404715358705,0.5520523592127324,0.17927734463725578,0.19882169364645128,1.0
0.002869076164929124,-0.24598730192326948,-0.6232949626622823,0.3049418959449206,0.37045231279637003,-0.058848624600542965,-0.15883728035247824,0.5404336101765735,1.0
-0.6327689670864034,-0.594278422813815,-0.025262292912233184,-0.20613270230578062,0.31202614502734805,0.30812554843443263,0.010147445366394586,0.10441779848834376,0.0
-0.2659215815239972,-0.31477915692045466,0.6829198475598203,0.5134446791064444,-0.000943415335458081,0.0021852206117563,0.09544480381373391,0.3017937414157505,1.0
0.3649783177077469,0.3797119652175372,0.11344156233225677,0.04474288469045015,-0.47562751156090055,0.6674622539956454,-0.03576958938183922,0.18636492022895662,0.0
-0.017079842438113307,-0.02991715958452998,0.4758957496494173,0.3132854071513399,0.020814318969592793,0.04497194350971517,-0.6436992465779923,-0.5073305629015828,0.0
-0.07483097984988789,-0.19627880978031192,-0.3874142591919203,-0.4088328452777151,-0.1742708692091002,-0.43196447717193703,0.6420906800504018,-0.09693690154902496,1.0
0.3097386791187946,-0.12845646154222093,-0.15165356519925088,0.28672535356002704,-0.4702607442713487,0.4278112105142731,0.08671639691516744,-0.6088212570169927,0.0
0.46313839822166836,0.2921405885980629,-0.058304433189166865,-0.3098579450478509,0.12366659938448364,-0.3822011509177873,0.2952883713841753,0.5934466932307698,1.0
-0.07543858048791571,-0.1154690417104012,-0.17680900539069583,0.057443029166716744,0.5268546369348281,-0.24171254825971106,-0.12875807538241185,-0.7706071558006966,0.0
0.20066968780392871,0.5409757336148031,-0.3338190860681387,-0.5193178444147254,-0.13987340934364595,0.3372817694622653,0.06879996968636318,-0.3845695357198984,0.0
-0.24918661718120763,0.5798671312030667,-0.5102536937625045,0.15316213762598363,0.42691327171772925,-0.05784918746545789,0.26887991800152683,0.24483624569089812,0.0
-0.01847290100001117,0.018956658790891173,0.048102306486470486,-0.09551646681062731,0.10285038752045378,0.21550361018825143,-0.6585186052807845,-0.7051208463636562,0.0
-0.2556778687765998,0.6803663787654456,0.5465990534508749,-0.12832592832911485,0.3454935772050193,0.06064653686918581,0.09024490232452537,-0.1590735434596816,1.0
-0.3662146192470108,-0.3284743022379907,-0.017865728781238766,-0.5656896708250206,0.26086686725419994,-0.3468507944309336,0.4958465645967482,-0.058708481714646044,0.0
-0.14233096384579041,0.1479803508150091,-0.364118359900776,-0.041744247365659404,0.03011261973449031,0.44250244190357696,-0.5953471191404915,0.5218865557490948,0.0
0.6920279796252071,-0.004052932231059847,0.0157639755471341,0.015911555464727944,-0.5160929547511928,-0.47586836878188954,0.02743431242362601,0.1643894302706724,1.0
0.2583830417033789,-0.24750564810513498,-0.671267807372167,-0.2946820762413005,0.3172933281969085,-0.286361004166356,0.38928090296949214,-0.017996121856355463,1.0
0.23459664592097623,-0.27718338914991303,-0.5217752816961952,-0.5513987680146727,-0.14573530561726147,-0.1770287772248111,-0.24486100825177673,-0.42344876421310784,1.0
-0.7630497706686584,-0.3342156389152206,0.4284964945626783,0.04298382591528441,0.0167260808155749,0.3080347921841352,-0.057237494497985236,-0.14885151424288526,0.0
0.5107712549352694,-0.4586794578523684,-0.43068096466530137,-0.01714445636949903,-0.38661058812324106,-0.31066256423086935,0.03801615695757893,0.3090657705303935,0.0
-0.14722353290148593,0.2776198475503276,0.188373146659777,-0.14526164120976226,0.7743979558988822,0.3685049872684373,-0.05384898845029795,0.3260049562774777,1.0
-0.04281141329940069,-0.18429219802264396,-0.09539533317216359,0.047985605463304576,0.8441788997716865,-0.09987723006066931,-0.167023312076155,-0.44976707086598455,0.0
0.46530307965546447,0.18004964291395825,-0.655807399758272,-0.3946436762785637,0.27620838257110514,0.26949538888654445,-0.03460544302160093,-0.1230114686724525,1.0
-0.09903219431770982,-0.08801399539591359,0.6486492017279808,-0.03723861744801443,-0.2983049616981118,-0.17805422806595478,0.14617968909070753,0.6467271447548415,1.0
0.6843610637277762,0.10095170671041317,-0.023760667977691885,0.5773906212130511,-0.23644305686009598,0.2335328174112059,-0.214770043960887,-0.17591225321102089,0.0
0.1344747150145204,0.8375332343517246,-0.24447355369251375,0.3649662213707662,-0.08493791422203537,-0.05125468705631811,0.15074021676340854,-0.23435628008203913,1.0
0.26861922720390824,-0.2742566217108116,-0.07828748178701103,-0.16066992360883617,0.4455322670415995,-0.10454957007101148,-0.690759707736168,0.36620305113162355,1.0
0.21993387534944162,0.32423976798438303,0.6607198142695483,0.45637231479641277,0.1133296184043257,-0.161039368078035,0.09708237543770579,-0.3917512380974906,0.0
-0.31217304355862086,-0.24702170006502983,-0.09299565564678192,-0.23350906199844734,0.7422508233898393,0.23691559357336409,0.4134211521238513,0.01926821847586785,1.0
-0.15386822059593785,0.5640172826252974,0.3024759758485175,-0.07096692819690201,0.2959660520929837,0.14717457261178699,-0.6533551348567033,-0.15984950318599095,1.0
